"time","sent"
1397881532.11,"m"
1397882043.08,"l"
1397882323.07,"m"
1397883052.72,"h"
1397883153.88,"m"
1397884145.4,"m"
1397885291.94,"m"
1397886572.4,"l"
1397886670.82,"m"
1397887989.24,"h"
1397888188.38,"m"
1397890111.94,"m"
1397892682.78,"m"
1397897694.97,"m"
1397897761.02,"l"
1397905041.24,"m"
1397905217.28,"h"
1397908951.36,"m"
1397910950.28,"m"
1397911966.58,"h"
1397912675.85,"m"
1397914096.03,"m"
1397914547.05,"l"
1397915265.6,"m"
1397915647.27,"h"
1397916438.47,"m"
1397917460.45,"m"
1397918366.98,"m"
1397918575.1,"h"
1397919249.11,"m"
1397919924.86,"l"
1397920063.69,"m"
1397920940.34,"m"
1397921287.33,"h"
1397921726.55,"m"
1397922507.87,"m"
1397923383.1,"m"
1397923691.9,"l"
1397923943.98,"h"
1397924225.61,"m"
1397925038.71,"m"
1397925908.91,"m"
1397926738.96,"m"
1397926916.19,"h"
1397927563.2,"l"
1397927565.31,"m"
1397928399.06,"m"
1397929307.15,"m"
1397929503.63,"h"
1397930118.46,"m"
1397930971.05,"m"
1397931808.76,"m"
1397932027.32,"l"
1397932102.12,"h"
1397932728.27,"m"
1397933745.85,"m"
1397934694.06,"m"
1397935075.15,"h"
1397935545.11,"m"
1397936325.2,"l"
1397936414.58,"m"
1397937323.17,"m"
1397938006.92,"h"
1397938233.89,"m"
1397939177.92,"m"
1397940099.51,"m"
1397940530.66,"h"
1397940863.08,"l"
1397941015.86,"m"
1397941991.12,"m"
1397942917.54,"m"
1397943448.39,"h"
1397943682.36,"m"
1397944384.64,"m"
1397944831.11,"h"
1397945196.39,"m"
1397945299.21,"l"
1397945971.75,"m"
1397946396.34,"h"
1397946708.32,"m"
1397947611.58,"m"
1397948320.31,"m"
1397948955.83,"m"
1397949194.18,"h"
1397949254.49,"l"
1397949684.5,"m"
1397950422.74,"m"
1397951224.23,"m"
1397951647.6,"h"
1397951905.27,"m"
1397952431.67,"m"
1397952743.72,"l"
1397953087.17,"m"
1397953482.08,"h"
1397953702.72,"m"
1397954330.87,"m"
1397954946.6,"m"
1397955383.72,"l"
1397955537.3,"h"
1397955558.39,"m"
1397956140.26,"m"
1397956716.33,"m"
1397957284.52,"m"
1397957464.65,"h"
1397957893.54,"m"
1397958258.53,"l"
1397958487.81,"m"
1397959005.88,"m"
1397959315.61,"h"
1397959647.76,"m"
1397960187.34,"m"
1397960698.14,"m"
1397960775.45,"l"
1397961216.84,"h"
1397961232.1,"m"
1397961702.82,"m"
1397962213.94,"m"
1397962768.18,"m"
1397963040.57,"h"
1397963214.01,"l"
1397963305.35,"m"
1397963907.8,"m"
1397964464.49,"m"
1397965015.1,"m"
1397965096.57,"h"
1397965562.35,"m"
1397965634.19,"l"
1397966154.94,"m"
1397966694.33,"m"
1397967125.22,"h"
1397967241.05,"m"
1397967823.99,"m"
1397968331.96,"l"
1397968449.5,"m"
1397969052.23,"m"
1397969392.7,"h"
1397969815.13,"m"
1397970772.16,"m"
1397971614.38,"m"
1397972442.42,"l"
1397972483.78,"h"
1397972733.78,"m"
1397973897.44,"m"
1397975337.31,"m"
1397977007.4,"m"
1397979512.78,"l"
1397979560.59,"h"
1397979701.59,"m"
1397984427.28,"m"
1397992173.52,"m"
1397995718.43,"m"
1397996252.13,"h"
1397997461.29,"m"
1397998868.32,"m"
1397999226.67,"l"
1398000065.97,"m"
1398000282.31,"h"
1398001135.32,"m"
1398002001.77,"m"
1398002809.76,"m"
1398003056.09,"h"
1398003735.12,"m"
1398004519.52,"l"
1398004528.02,"m"
1398005151.85,"h"
1398005335.44,"m"
1398006128.95,"m"
1398006790.56,"m"
1398007197.45,"h"
1398007478.58,"m"
1398008151.11,"l"
1398008240.39,"m"
1398009056.52,"m"
1398009662.66,"h"
1398009742.82,"m"
1398010545.93,"m"
1398011302.97,"m"
1398012054.93,"h"
1398012055.1,"m"
1398012378.68,"l"
1398012814.92,"m"
1398013616.56,"m"
1398014322.15,"m"
1398014330.5,"h"
1398015067.18,"m"
1398015884.23,"m"
1398016167.64,"l"
1398016711.42,"m"
1398017129.68,"h"
1398017540.66,"m"
1398018450.47,"m"
1398019308.79,"m"
1398020109.87,"h"
1398020148.27,"m"
1398020894.57,"l"
1398020961.22,"m"
1398021850.29,"m"
1398022696.28,"m"
1398022794.88,"h"
1398023619.1,"m"
1398024578.88,"m"
1398025379.88,"m"
1398025579.83,"h"
1398025601.33,"l"
1398026176.69,"m"
1398027110.1,"m"
1398029164.81,"m"
1398029864.19,"h"
1398030115.18,"m"
1398031058.68,"m"
1398031194.85,"l"
1398031967.52,"m"
1398032668.92,"h"
1398032770.63,"m"
1398033639.05,"m"
1398034518.15,"m"
1398035298.65,"m"
1398035323.04,"l"
1398035368.86,"h"
1398035953.73,"m"
1398036716.82,"m"
1398037418.08,"m"
1398037516.53,"h"
1398038101.62,"m"
1398038730.88,"m"
1398038878.32,"l"
1398039393.74,"m"
1398039687.82,"h"
1398039982.06,"m"
1398040565.75,"m"
1398041103.31,"m"
1398041420.91,"h"
1398041551.23,"l"
1398041629.37,"m"
1398042151.55,"m"
1398042729.28,"m"
1398043114.04,"h"
1398043219.55,"m"
1398043661.98,"m"
1398043954.25,"l"
1398044092.92,"m"
1398044496.21,"m"
1398044624.04,"h"
1398044955.44,"m"
1398045423.98,"m"
1398045751.39,"l"
1398045849.38,"m"
1398046029.48,"h"
1398046278.89,"m"
1398046717.93,"m"
1398047140.59,"m"
1398047501.61,"h"
1398047564.88,"m"
1398047677.72,"l"
1398048006.27,"m"
1398048390.72,"m"
1398048808.51,"m"
1398048820.96,"h"
1398049263.68,"m"
1398049535.32,"l"
1398049758.74,"m"
1398050267.05,"m"
1398050579.38,"h"
1398050828.08,"m"
1398051449.04,"m"
1398051895.32,"l"
1398052129.41,"m"
1398052699.18,"h"
1398052840.68,"m"
1398053724.83,"m"
1398054607.71,"m"
1398055514.15,"m"
1398055569.63,"l"
1398055732.34,"h"
1398056657.41,"m"
1398057900.29,"m"
1398059834.59,"m"
1398062636.73,"m"
1398062655.58,"h"
1398063408.56,"l"
1398068556.39,"m"
1398075818.43,"m"
1398078864.15,"m"
1398080136.73,"h"
1398081037.02,"m"
1398081818.24,"l"
1398083021.5,"m"
1398084641.28,"m"
1398085138.67,"h"
1398086357.48,"m"
1398087781.4,"m"
1398088895.35,"m"
1398088998.78,"h"
1398089161.97,"l"
1398090009.15,"m"
1398090899.49,"m"
1398091983.18,"m"
1398092318.48,"h"
1398092990.97,"m"
1398093429.24,"l"
1398094068.69,"m"
1398094905.94,"m"
1398095285.69,"h"
1398095829.47,"m"
1398096700.48,"m"
1398097573.34,"m"
1398097881.42,"l"
1398098173.53,"h"
1398098452.74,"m"
1398099350.99,"m"
1398100319.67,"m"
1398101069.46,"h"
1398101201.8,"m"
1398102130.7,"m"
1398102246.71,"l"
1398103003.16,"m"
1398103948.46,"m"
1398104077.03,"h"
1398104862.47,"m"
1398105877.92,"l"
1398105902.05,"m"
1398106882.4,"m"
1398106971.02,"h"
1398107894.17,"m"
1398108896.95,"m"
1398109962.22,"m"
1398110195.25,"l"
1398110407.52,"h"
1398110937.47,"m"
1398111783.37,"m"
1398112697.1,"m"
1398113413.4,"h"
1398113591.96,"m"
1398114541.51,"l"
1398114624.85,"m"
1398115576,"m"
1398116195.3,"h"
1398116513.34,"m"
1398117412.4,"m"
1398118214.35,"m"
1398118571.04,"l"
1398118939.12,"h"
1398119027.37,"m"
1398119910.86,"m"
1398120821.92,"m"
1398121684.34,"h"
1398121690.16,"m"
1398122455.09,"l"
1398122514.85,"m"
1398123287.41,"m"
1398124088.09,"m"
1398124196.87,"h"
1398124743.69,"m"
1398125338.14,"m"
1398125640.59,"l"
1398125942.52,"m"
1398126335.27,"h"
1398126506.79,"m"
1398127097.32,"m"
1398127630.19,"m"
1398128155.44,"m"
1398128206.42,"l"
1398128229.26,"h"
1398128647.41,"m"
1398129080.41,"m"
1398129477.8,"m"
1398129721.55,"h"
1398129908.21,"m"
1398130200.53,"l"
1398130299.45,"m"
1398130688.99,"m"
1398131043.24,"h"
1398131084.43,"m"
1398131456.63,"m"
1398131893.17,"m"
1398131987.48,"l"
1398132310.76,"m"
1398132452.75,"h"
1398132729.29,"m"
1398133136.28,"m"
1398133449.39,"m"
1398133582.36,"l"
1398133602.76,"h"
1398133796.76,"m"
1398134067.6,"m"
1398134387.18,"m"
1398134695.62,"m"
1398134791.53,"h"
1398135023.18,"l"
1398135063.97,"m"
1398135433.6,"m"
1398135873.21,"m"
1398136185.49,"h"
1398136333.33,"m"
1398136897.08,"l"
1398136920.85,"m"
1398137479.15,"m"
1398138010.24,"h"
1398138120.82,"m"
1398138777.74,"m"
1398139464.55,"l"
1398139566.93,"m"
1398140324.8,"h"
1398140505.63,"m"
1398141676.98,"m"
1398143002.6,"m"
1398143803.53,"l"
1398144647.92,"m"
1398144907.88,"h"
1398147190.35,"m"
1398153232.16,"m"
1398161388.86,"m"
1398163062.18,"h"
1398163960.73,"m"
1398164046.76,"l"
1398165756.71,"m"
1398167200.53,"m"
1398167690.84,"h"
1398168685.3,"m"
1398169838.7,"l"
1398170188.46,"m"
1398171565.05,"h"
1398171837.41,"m"
1398173119.51,"m"
1398174409.46,"m"
1398175592.38,"l"
1398175714.11,"m"
1398176080.67,"h"
1398176869.65,"m"
1398177965.41,"m"
1398179179.63,"m"
1398179486.57,"h"
1398180262.71,"l"
1398180310.8,"m"
1398181613.48,"m"
1398182791.41,"m"
1398183033.28,"h"
1398183983.94,"m"
1398184956.53,"l"
1398185001.99,"m"
1398186339.58,"m"
1398186587.87,"h"
1398187548.99,"m"
1398188661.43,"m"
1398189798.24,"m"
1398190008.04,"l"
1398190515.57,"h"
1398191008.27,"m"
1398192142.71,"m"
1398193065.56,"m"
1398193968.19,"m"
1398194335.21,"h"
1398194660.12,"l"
1398194847.28,"m"
1398195696.17,"m"
1398196572.59,"m"
1398197161.03,"h"
1398197393.98,"m"
1398198381.29,"m"
1398198838.54,"l"
1398199318.04,"m"
1398200317.23,"m"
1398200632.69,"h"
1398201300.07,"m"
1398202231.07,"m"
1398203091.43,"l"
1398203126.65,"m"
1398203720.19,"h"
1398203982.5,"m"
1398204927.96,"m"
1398205741.01,"m"
1398206590.63,"m"
1398206676.39,"h"
1398207066.22,"l"
1398207443.82,"m"
1398208195.65,"m"
1398208876.12,"m"
1398209032.96,"h"
1398209546.92,"m"
1398210188.19,"m"
1398210230.07,"l"
1398210859.03,"m"
1398211182.58,"h"
1398211446.23,"m"
1398212006.01,"m"
1398212511.39,"m"
1398212919.66,"l"
1398212956.84,"h"
1398213023.41,"m"
1398213473.25,"m"
1398213903.54,"m"
1398214348.2,"m"
1398214530.03,"h"
1398214709.05,"m"
1398214877.53,"l"
1398215120.26,"m"
1398215577.62,"m"
1398215970.31,"h"
1398216019.13,"m"
1398216427.73,"m"
1398216678.82,"l"
1398216864.17,"m"
1398217272.61,"m"
1398217386.76,"h"
1398217676.89,"m"
1398218042.32,"m"
1398218386.54,"m"
1398218458.82,"l"
1398218574.87,"h"
1398218731.1,"m"
1398219074.2,"m"
1398219462.78,"m"
1398219903.34,"m"
1398220020.77,"h"
1398220292.42,"l"
1398220332.25,"m"
1398220771.69,"m"
1398221221.35,"m"
1398221391.44,"h"
1398221696.59,"m"
1398222190.56,"l"
1398222251.3,"m"
1398222771.84,"m"
1398223045.11,"h"
1398223277.71,"m"
1398223786.8,"m"
1398224344.27,"m"
1398224686.31,"l"
1398224926.78,"m"
1398224980.55,"h"
1398225572.23,"m"
1398226170.14,"m"
1398226761.14,"m"
1398227173.78,"h"
1398227243.61,"l"
1398227390.03,"m"
1398228322.9,"m"
1398229425.9,"m"
1398231211.14,"h"
1398231244.21,"m"
1398232812.58,"l"
1398233201.85,"m"
1398237645.89,"m"
1398247272.27,"m"
1398249114.02,"h"
1398250470.84,"m"
1398252220.98,"l"
1398252326.24,"m"
1398253910.27,"m"
1398254675.2,"h"
1398255444.55,"m"
1398256930.31,"m"
1398258579.66,"m"
1398258733.85,"l"
1398259287.05,"h"
1398259861.79,"m"
1398261093.07,"m"
1398262232.85,"m"
1398262909.12,"h"
1398263198.11,"l"
1398263313.83,"m"
1398264475.24,"m"
1398265609.08,"m"
1398266348.93,"h"
1398266745.38,"m"
1398267595.4,"l"
1398267947,"m"
1398269025.24,"m"
1398269691.92,"h"
1398270257.86,"m"
1398271391.84,"m"
1398271809.47,"l"
1398272451.51,"m"
1398272791.37,"h"
1398273605.55,"m"
1398274822.63,"m"
1398275894.31,"m"
1398276341.72,"h"
1398276376.67,"l"
1398277133.89,"m"
1398278161.41,"m"
1398279232.26,"m"
1398279648.63,"h"
1398280151.36,"m"
1398280249.87,"l"
1398281044.88,"m"
1398281951.13,"m"
1398282765.63,"h"
1398282870.64,"m"
1398283937.87,"m"
1398284508.24,"l"
1398284897.05,"m"
1398285768.69,"m"
1398286023.77,"h"
1398286773.71,"m"
1398287779.25,"m"
1398288799.64,"m"
1398289263.48,"l"
1398289472.08,"h"
1398289886.27,"m"
1398290835.05,"m"
1398291707.27,"m"
1398292433.89,"h"
1398292611.27,"m"
1398293086.19,"l"
1398293525.78,"m"
1398294319.66,"m"
1398295119.61,"m"
1398295377.73,"h"
1398295970.96,"m"
1398296661.67,"l"
1398296712.35,"m"
1398297407.46,"m"
1398297720.88,"h"
1398298065.91,"m"
1398298622.59,"m"
1398299260.96,"l"
1398299265.77,"m"
1398299440.66,"h"
1398299804.03,"m"
1398300416.48,"m"
1398300924.66,"m"
1398301005.87,"h"
1398301451.57,"m"
1398301625.29,"l"
1398301983.13,"m"
1398302450.43,"m"
1398307635.11,"h"
1398307747.17,"m"
1398308212.73,"m"
1398308608.78,"l"
1398308716.72,"m"
1398309205.2,"m"
1398309314.14,"h"
1398309745.82,"m"
1398310345.14,"m"
1398335163.04,"m"
1398339365.94,"l"
1398339684.12,"h"
1398340532.23,"m"
1398342139.34,"m"
1398343609.29,"m"
1398344578.8,"h"
1398345004.73,"m"
1398345878.87,"l"
1398346269.42,"m"
1398347527.15,"m"
1398348051.99,"h"
1398348602.73,"m"
1398349697.36,"m"
1398350315.88,"l"
1398350711.74,"m"
1398351512.49,"h"
1398351945.18,"m"
1398352969.56,"m"
1398354186.53,"m"
1398360917.5,"l"
1398360984.04,"h"
1398361354.06,"m"
1398362456.38,"m"
1398363669.37,"m"
1398364608.67,"h"
1398364768.28,"m"
1398365900.66,"l"
1398365934.75,"m"
1398366916.48,"m"
1398367810.02,"m"
1398368075.7,"h"
1398368811.58,"m"
1398369838.62,"m"
1398370529.13,"l"
1398370845.1,"m"
1398371248.33,"h"
1398371831.19,"m"
1398372925.31,"m"
1398373952.36,"m"
1398374228.22,"h"
1398374702.69,"l"
1398374923.19,"m"
1398375928.83,"m"
1398376861.39,"m"
1398377668,"h"
1398377889.47,"m"
1398378853.24,"m"
1398379049.55,"l"
1398379662.41,"m"
1398380388.94,"h"
1398380584.28,"m"
1398381374.02,"m"
1398382182.54,"m"
1398382510.41,"l"
1398382767.88,"h"
1398382936.46,"m"
1398383659.71,"m"
1398384325.66,"m"
1398384940.08,"h"
1398385029.77,"m"
1398385526.35,"l"
1398385646.9,"m"
1398386215.21,"m"
1398386770.16,"m"
1398386960.57,"h"
1398387331.08,"m"
1398387828.68,"m"
1398388179.11,"l"
1398388304.5,"m"
1398388733.76,"h"
1398388808.8,"m"
1398389301.06,"m"
1398389807.8,"m"
1398390293.09,"m"
1398390307.96,"h"
1398390557.17,"l"
1398390761.68,"m"
1398391244.7,"m"
1398391713.22,"m"
1398391903.22,"h"
1398392187.91,"m"
1398392684.37,"m"
1398392733.19,"l"
1398393134.78,"m"
1398393503.94,"h"
1398393533.88,"m"
1398394051.74,"m"
1398394583.12,"m"
1398394685.19,"l"
1398395074.29,"m"
1398395195.31,"h"
1398395642.31,"m"
1398396289.06,"m"
1398396920.15,"m"
1398397022.5,"l"
1398397396.15,"h"
1398397583.91,"m"
1398398431.07,"m"
1398399254.58,"m"
1398399990.85,"h"
1398400207.5,"m"
1398400602.11,"l"
1398401394.28,"m"
1398403089.29,"m"
1398405478.52,"m"
1398405795.4,"h"
1398408460.26,"m"
1398410070.81,"l"
1398413839.29,"m"
1398421177.11,"m"
1398422045.52,"h"
1398423712.53,"m"
1398425327.69,"m"
1398426731.63,"h"
1398426827.45,"m"
1398426989.95,"l"
1398428262.94,"m"
1398429767.27,"m"
1398431036.42,"h"
1398431122.22,"m"
1398432312.37,"m"
1398432998.82,"l"
1398433589.07,"m"
1398434891.5,"m"
1398435008.9,"h"
1398436077.93,"m"
1398437056.86,"m"
1398438022.33,"h"
1398438113.29,"l"
1398438250.6,"m"
1398439357.34,"m"
1398440432.56,"m"
1398441005.95,"h"
1398441559.04,"m"
1398442523.93,"l"
1398442674.97,"m"
1398443775.63,"m"
1398444369.99,"h"
1398444939.95,"m"
1398446058.86,"m"
1398447112.75,"m"
1398447288.01,"l"
1398448098.04,"m"
1398448292.26,"h"
1398449196.35,"m"
1398450181.8,"m"
1398451286.31,"m"
1398451749.28,"h"
1398451824.27,"l"
1398452294.9,"m"
1398453309.04,"m"
1398454293.71,"m"
1398455216.64,"m"
1398455228.4,"h"
1398456055.69,"l"
1398456081.81,"m"
1398456981.38,"m"
1398457848.61,"m"
1398458175.33,"h"
1398458761.5,"m"
1398459661.03,"l"
1398459693.8,"m"
1398460501.75,"m"
1398460984.49,"h"
1398461317.36,"m"
1398461990.55,"m"
1398466754.36,"m"
1398467412.58,"l"
1398467555.93,"m"
1398467650.43,"h"
1398468245.18,"m"
1398469015.98,"m"
1398469729.79,"m"
1398470314.25,"h"
1398470514.37,"m"
1398470562.23,"l"
1398471224.16,"m"
1398471881.96,"m"
1398472502.89,"m"
1398472649.78,"h"
1398473180.69,"m"
1398473413.93,"l"
1398473940.11,"m"
1398474589.44,"m"
1398474948.62,"h"
1398475185.03,"m"
1398475881.57,"m"
1398476364.64,"l"
1398476506.55,"m"
1398477089.84,"h"
1398477129.06,"m"
1398477725.68,"m"
1398478437.69,"m"
1398479084.57,"l"
1398479101.46,"m"
1398479126.23,"h"
1398479693.1,"m"
1398480317.76,"m"
1398480931.94,"m"
1398481336.29,"h"
1398481600.85,"m"
1398481689.43,"l"
1398482389.43,"m"
1398483195.12,"m"
1398483793.55,"h"
1398484019.65,"m"
1398484873.14,"m"
1398485294.57,"l"
1398485821.83,"m"
1398486622,"h"
1398486995.77,"m"
1398488092.7,"m"
1398489400.39,"m"
1398489703.44,"l"
1398491078.73,"m"
1398491661.13,"h"
1398492902.25,"m"
1398495353.11,"m"
1398498841.65,"m"
1398499665.17,"l"
1398503143.06,"m"
1398507625.21,"h"
1398510293.96,"m"
1398513779.26,"m"
1398515428.07,"h"
1398515461.91,"m"
1398516994.8,"m"
1398517394.22,"l"
1398518330.22,"m"
1398518596.25,"h"
1398519639.58,"m"
1398520697.86,"m"
1398521382.73,"h"
1398521689.99,"m"
1398522609.54,"m"
1398522872.67,"l"
1398523561.6,"m"
1398523892.24,"h"
1398524414.31,"m"
1398525161.34,"m"
1398526019.17,"m"
1398526106.49,"h"
1398526666.95,"l"
1398526880.43,"m"
1398527592.66,"m"
1398528535.12,"m"
1398529075.01,"h"
1398529447.08,"m"
1398530330.53,"m"
1398530847.43,"l"
1398531180.51,"m"
1398531846.61,"h"
1398532134.15,"m"
1398533063.43,"m"
1398533906.57,"m"
1398534741.44,"h"
1398534872.81,"m"
1398534937.72,"l"
1398535713.31,"m"
1398536681.57,"m"
1398537543.62,"h"
1398537735.56,"m"
1398538792.1,"m"
1398539509.03,"l"
1398539812.09,"m"
1398540560.09,"h"
1398540828.8,"m"
1398541854.48,"m"
